Title,Price,Bedrooms,Bathrooms,Area,Location,Property_Type,URL,Page
"Residential Land For Sale in Saham, Al Batinah","OMR10,000",N/A,N/A,"1,200 Sq. M.","Saham, Al Batinah",Other,https://www.bayut.om/en/property/details-130239027.html,22
"Residential Land For Sale in Ibri, Al Dhahirah","OMR4,000",N/A,N/A,640 Sq. M.,"Ibri, Al Dhahirah",Other,https://www.bayut.om/en/property/details-130267109.html,22
"Residential Land For Sale in Bidbid, Al Dakhiliya","OMR70,000",N/A,N/A,"2,000 Sq. M.","Bidbid, Al Dakhiliya",Other,https://www.bayut.om/en/property/details-130236106.html,22
"3 Bedrooms Villa For Sale Al Maabilah, Muscat","OMR201,300",3,5,395 Sq. M.,"Al Maabilah, Muscat",Villa,https://www.bayut.om/en/property/details-130115177.html,22
"Land For Sale in Al Rustaq, Al Batinah","OMR65,000",N/A,N/A,960 Sq. M.,"Al Rustaq, Al Batinah",Other,https://www.bayut.om/en/property/details-130222661.html,22
4 Bedrooms Villa For Sale Al Seeb Muscat,"OMR175,000",4,4,333 Sq. M.,"Al Maabilah, Muscat",Villa,https://www.bayut.om/en/property/details-130094997.html,22
"4 Bedrooms Villa For Sale in Al Maabilah, Muscat","OMR175,000",4,4,333 Sq. M.,"Al Maabilah, Muscat",Villa,https://www.bayut.om/en/property/details-130095665.html,22
"Residential Land For Sale in Suwaiq, Al Batinah","OMR49,000",N/A,N/A,"1,819 Sq. M.","Suwaiq, Al Batinah",Other,https://www.bayut.om/en/property/details-130129283.html,22
"Residential Land For Sale in Thumrait, Dhofar","OMR3,500",N/A,N/A,600 Sq. M.,"Thumrait, Dhofar",Other,https://www.bayut.om/en/property/details-130185914.html,22
"2 Bedrooms Villa For Sale in Al Khoud, Muscat","OMR80,000",2,6,300 Sq. M.,"Al Khoud, Muscat",Villa,https://www.bayut.om/en/property/details-130061504.html,22
"3 Bedrooms Villa For Sale in The Wave (Almouj), Muscat","OMR295,000",3,4,269 Sq. M.,"The Wave (Almouj), Muscat",Villa,https://www.bayut.om/en/property/details-130059872.html,22
"1 Bedroom Apartment For Sale Yiti, Muscat","OMR74,500",1,2,59 Sq. M.,"Yiti, Muscat",Apartment,https://www.bayut.om/en/property/details-130089221.html,22
"Residential Land For Sale in Barka, Al Batinah","OMR35,000",N/A,N/A,600 Sq. M.,"Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-130260137.html,22
"Residential Land For Sale in Barka, Al Batinah","OMR25,000",N/A,N/A,600 Sq. M.,"Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-130258216.html,22
"Residential Land For Sale in Barka, Al Batinah","OMR75,000",N/A,N/A,"1,000 Sq. M.","Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-130219661.html,23
"Residential Land For Sale in Al Maabilah, Muscat","OMR750,000",N/A,N/A,"2,500 Sq. M.","Al Maabilah, Muscat",Other,https://www.bayut.om/en/property/details-130280646.html,23
"3 Bedrooms Villa For Sale Al Maabilah, Muscat","OMR49,000",3,3,176 Sq. M.,"Al Maabilah, Muscat",Villa,https://www.bayut.om/en/property/details-130119249.html,23
2 Bedroom Apartment For Sale Sultan Haitham City Muscat,"OMR73,470",2,2,109 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130140739.html,23
"3 Bedrooms Apartment For Sale Qurum, Muscat","OMR55,000",3,3,94 Sq. M.,"Qurum, Muscat",Apartment,https://www.bayut.om/en/property/details-130079729.html,23
"Residential Land For Sale in Al Masn'a, Al Batinah","OMR11,000",N/A,N/A,"1,202 Sq. M.","Al Masn'a, Al Batinah",Other,https://www.bayut.om/en/property/details-130227084.html,23
"0 Bedroom Residential Land For Sale Suwaiq, Al Batinah","OMR3,300",0,N/A,648 Sq. M.,"Suwaiq, Al Batinah",Other,https://www.bayut.om/en/property/details-130207837.html,23
"3 Bedrooms Apartment For Sale in Nizwa, Al Dakhiliya","OMR14,000",3,3,102 Sq. M.,"Nizwa, Al Dakhiliya",Apartment,https://www.bayut.om/en/property/details-130153392.html,23
"Residential Land For Sale - Nizwa, Al Dakhiliya","OMR11,000",N/A,N/A,600 Sq. M.,"Nizwa, Al Dakhiliya",Other,https://www.bayut.om/en/property/details-130248278.html,23
"7 Bedroom Villa For Sale in Al Amarat, Muscat","OMR85,000",7,8,440 Sq. M.,"Al Amarat, Muscat",Villa,https://www.bayut.om/en/property/details-130088024.html,23
"Residential Land For Sale Nizwa, Al Dakhiliya","OMR23,500",N/A,N/A,690 Sq. M.,"Nizwa, Al Dakhiliya",Other,https://www.bayut.om/en/property/details-130196954.html,23
"Studio Apartment For Sale Salalah, Dhofar","OMR47,000",N/A,1,38 Sq. M.,"Salalah, Dhofar",Apartment,https://www.bayut.om/en/property/details-130092261.html,23
"4 Bedroom Villa For Sale in The Wave (Almouj), Muscat","OMR483,997",4,5,314 Sq. M.,"The Wave (Almouj), Muscat",Villa,https://www.bayut.om/en/property/details-130058002.html,23
"5 Bedroom Villa For Sale in The Wave (Almouj), Muscat","OMR575,000",5,6,549 Sq. M.,"The Wave (Almouj), Muscat",Villa,https://www.bayut.om/en/property/details-130058008.html,23
4 Bedroom Villa For Sale in The Wave (Almouj) Muscat,"OMR483,997",4,5,314 Sq. M.,The Wave (Almouj) Muscat,Villa,https://www.bayut.om/en/property/details-130057997.html,23
"Land For Sale in Barka, Al Batinah","OMR13,000",N/A,N/A,324 Sq. M.,"Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-130232703.html,23
1 Bedroom Apartment For Sale in The Wave (Almouj) Muscat,"OMR95,790",1,2,108 Sq. M.,The Wave (Almouj) Muscat,Apartment,https://www.bayut.om/en/property/details-130081055.html,23
"1 Bedroom Apartment For Sale The Wave (Almouj), Muscat","OMR95,790",1,2,107 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130080995.html,23
"Residential Land For Sale in Barka, Al Batinah","OMR44,000",N/A,N/A,431 Sq. M.,"Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-130244554.html,23
"Residential Land For Sale in Misfah, Muscat","OMR100,000",N/A,N/A,400 Sq. M.,"Misfah, Muscat",Other,https://www.bayut.om/en/property/details-130248917.html,23
"Residential Land For Sale in Al Masn'a, Al Batinah","OMR6,500",N/A,N/A,609 Sq. M.,"Al Masn'a, Al Batinah",Other,https://www.bayut.om/en/property/details-130247948.html,23
"Residential Land For Sale in Al Masn'a, Al Batinah","OMR6,500",N/A,N/A,609 Sq. M.,"Al Masn'a, Al Batinah",Other,https://www.bayut.om/en/property/details-130247924.html,23
"1 Bedroom Apartment For Sale Misfah, Muscat","OMR20,000",1,2,56 Sq. M.,"Misfah, Muscat",Apartment,https://www.bayut.om/en/property/details-130232665.html,23
"Residential Land For Sale Azaiba, Muscat","OMR810,000",N/A,N/A,"2,700 Sq. M.","Azaiba, Muscat",Other,https://www.bayut.om/en/property/details-130208703.html,23
"5 Bedrooms Villa For Sale Al Masn'a, Al Batinah","OMR43,000",5,5,230 Sq. M.,"Al Masn'a, Al Batinah",Villa,https://www.bayut.om/en/property/details-130102982.html,24
"5 Bedrooms Villa For Sale in Al Amarat, Muscat","OMR57,000",5,4,211 Sq. M.,"Al Amarat, Muscat",Villa,https://www.bayut.om/en/property/details-130068085.html,24
"3 Bedrooms Villa For Sale Ibra, Al Sharqiya","OMR40,000",3,4,200 Sq. M.,"Ibra, Al Sharqiya",Villa,https://www.bayut.om/en/property/details-130065160.html,24
"Residential Land For Sale Barka, Al Batinah","OMR23,000",N/A,N/A,602 Sq. M.,"Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-130221225.html,24
"Residential Land For Sale in Al Bustan, Muscat",OMR820,N/A,N/A,"11,453 Sq. M.","Al Bustan, Muscat",Other,https://www.bayut.om/en/property/details-130059371.html,24
1 Bedroom Apartment For Sale in Yiti Muscat,"OMR184,350",1,2,96 Sq. M.,"Yiti, Muscat",Apartment,https://www.bayut.om/en/property/details-130077561.html,24
"3 Bedroom Apartment For Sale Bosher, Muscat","OMR80,495",3,3,137 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-130077544.html,24
"1 Bedroom Villa For Sale in Salalah, Dhofar","OMR65,000",1,2,78 Sq. M.,"Salalah, Dhofar",Villa,https://www.bayut.om/en/property/details-130077555.html,24
"1 Bedroom Apartment For Sale Al Sifah, Muscat","OMR72,000",1,1,54 Sq. M.,"Al Sifah, Muscat",Apartment,https://www.bayut.om/en/property/details-130202120.html,24
"2 Bedrooms Apartment For Sale Al Maabilah, Muscat","OMR26,000",2,3,"11,475 Sq. M.","Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-130112902.html,24
"4 Bedroom Villa For Sale in Al Amarat, Muscat","OMR76,500",4,6,600 Sq. M.,"Al Amarat, Muscat",Villa,https://www.bayut.om/en/property/details-130071557.html,24
"Land + For Sale + Madinat As Sultan Qaboos, Muscat","OMR4,000,000",N/A,N/A,"19,111 Sq. M.",N/A,Other,https://www.bayut.om/en/property/details-130198440.html,24
"8 Bedrooms Villa For Sale Al Khoud, Muscat","OMR84,000",8,6,344 Sq. M.,"Al Khoud, Muscat",Villa,https://www.bayut.om/en/property/details-130049412.html,24
"4 Bedroom Villa For Sale in The Wave (Almouj), Muscat","OMR445,000",4,5,314 Sq. M.,"The Wave (Almouj), Muscat",Villa,https://www.bayut.om/en/property/details-130055456.html,24
"4 Bedrooms Villa For Sale Barka, Al Batinah","OMR55,000",4,6,300 Sq. M.,"Barka, Al Batinah",Villa,https://www.bayut.om/en/property/details-130033877.html,24
"6 Bedroom Villa For Sale in Al Hail, Muscat","OMR110,000",6,4,623 Sq. M.,"Al Hail, Muscat",Villa,https://www.bayut.om/en/property/details-130029607.html,24
"3 Bedrooms Villa For Sale in Al Maabilah, Muscat","OMR79,000",3,5,600 Sq. M.,"Al Maabilah, Muscat",Villa,https://www.bayut.om/en/property/details-130027376.html,24
"Residential Land For Sale - Barka, Al Batinah","OMR15,000",N/A,N/A,740 Sq. M.,"Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-130239201.html,24
7 Bedroom Villa For Sale Al Ghubrah Muscat,"OMR680,000",7,8,663 Sq. M.,"Al Ghubrah, Muscat",Villa,https://www.bayut.om/en/property/details-130063655.html,24
"3 Bedrooms Villa For Sale in Muscat Hills, Muscat","OMR379,496",3,4,356 Sq. M.,"Muscat Hills, Muscat",Villa,https://www.bayut.om/en/property/details-130061274.html,24
"4 Bedroom Villa For Sale in Al Mawaleh, Muscat","OMR95,000",4,4,300 Sq. M.,"Al Mawaleh, Muscat",Villa,https://www.bayut.om/en/property/details-130061297.html,24
"5 Bedroom Villa For Sale in The Wave (Almouj), Muscat","OMR570,000",5,6,840 Sq. M.,"The Wave (Almouj), Muscat",Villa,https://www.bayut.om/en/property/details-130049319.html,24
"2 Bedrooms Villa For Sale Al Maabilah, Muscat","OMR55,000",2,3,531 Sq. M.,"Al Maabilah, Muscat",Villa,https://www.bayut.om/en/property/details-130109501.html,24
"1 Bedroom Apartment For Sale Sultan Haitham City, Muscat","OMR50,070",1,1,67 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130097801.html,24
5 Bedrooms Villa For Sale Muscat (The Wave (Almouj)),"OMR1,480,000",5,6,"1,020 Sq. M.",N/A,Villa,https://www.bayut.om/en/property/details-130058189.html,25
"6 Bedroom Villa For Sale in The Wave (Almouj), Muscat","OMR4,200,000",6,7,"1,845 Sq. M.","The Wave (Almouj), Muscat",Villa,https://www.bayut.om/en/property/details-130070552.html,25
"1 Bedroom Apartment For Sale in Sultan Haitham City, Muscat","OMR48,957",1,1,71 Sq. M.,"Sultan Haitham City, Muscat",Apartment,https://www.bayut.om/en/property/details-130139220.html,25
"6 Bedroom Villa For Sale in The Wave (Almouj), Muscat","OMR4,200,000",6,7,"1,845 Sq. M.","The Wave (Almouj), Muscat",Villa,https://www.bayut.om/en/property/details-130070536.html,25
2 Bedrooms Apartment For Sale The Wave (Almouj) Muscat,"OMR132,870",2,2,135 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130080955.html,25
"Land For Sale - Al Amarat, Muscat","OMR10,200",N/A,N/A,600 Sq. M.,"Al Amarat, Muscat",Other,https://www.bayut.om/en/property/details-130154417.html,25
"Studio Residential Land For Sale Suwaiq, Al Batinah","OMR42,000",N/A,N/A,"3,747 Sq. M.","Suwaiq, Al Batinah",Other,https://www.bayut.om/en/property/details-130146689.html,25
"6 Bedroom Villa For Sale in Ansab, Muscat","OMR250,000",6,7,640 Sq. M.,"Ansab, Muscat",Villa,https://www.bayut.om/en/property/details-130056761.html,25
2 Bedroom Apartment For Sale in The Wave (Almouj) Muscat,"OMR150,000",2,2,119 Sq. M.,The Wave (Almouj) Muscat,Apartment,https://www.bayut.om/en/property/details-130121140.html,25
"5 Bedroom Villa For Sale in Bosher, Muscat","OMR300,000",5,6,665 Sq. M.,"Bosher, Muscat",Villa,https://www.bayut.om/en/property/details-130046309.html,25
"Studio Apartment For Sale Salalah, Dhofar","OMR50,000",N/A,1,38 Sq. M.,"Salalah, Dhofar",Apartment,https://www.bayut.om/en/property/details-130046609.html,25
"5 Bedrooms Apartment For Sale Al Maabilah, Muscat","OMR455,015",5,4,987 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-130029365.html,25
"Residential Land For Sale in Barka, Al Batinah","OMR21,900",N/A,N/A,600 Sq. M.,"Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-130156492.html,25
"1 Bedroom Apartment For Sale in Bosher, Muscat","OMR41,995",1,1,69 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-130044915.html,25
"3 Bedrooms Villa For Sale The Wave (Almouj), Muscat","OMR305,000",3,4,247 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-130032603.html,25
"Studio Apartment For Sale Salalah, Dhofar","OMR43,000",N/A,1,38 Sq. M.,"Salalah, Dhofar",Apartment,https://www.bayut.om/en/property/details-130026798.html,25
3 Bedrooms Apartment For Sale The Wave (Almouj) Muscat,"OMR185,000",3,3,192 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130087294.html,25
"2 Bedrooms Apartment For Sale Al Maabilah, Muscat","OMR24,000",2,3,92 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-130084910.html,25
"4 Bedrooms Villa For Sale in Yiti, Muscat","OMR430,000",4,4,288 Sq. M.,"Yiti, Muscat",Villa,https://www.bayut.om/en/property/details-130047155.html,25
"Residential Land For Sale in Bosher, Muscat","OMR58,000",N/A,N/A,300 Sq. M.,"Bosher, Muscat",Other,https://www.bayut.om/en/property/details-130196261.html,25
"2 Bedrooms Apartment For Sale Al Hail, Muscat","OMR49,000",2,2,109 Sq. M.,"Al Hail, Muscat",Apartment,https://www.bayut.om/en/property/details-130042290.html,25
"3 Bedrooms Apartment For Sale Salalah, Dhofar","OMR144,000",3,3,195 Sq. M.,"Salalah, Dhofar",Apartment,https://www.bayut.om/en/property/details-130029751.html,25
"2 Bedroom Apartment For Sale Al Sifah, Muscat","OMR95,000",2,2,124 Sq. M.,"Al Sifah, Muscat",Apartment,https://www.bayut.om/en/property/details-130032023.html,25
2 Bedroom Apartment For Sale Al Sifah Muscat,"OMR90,000",2,2,124 Sq. M.,"Al Sifah, Muscat",Apartment,https://www.bayut.om/en/property/details-130075608.html,25
"2 Bedroom Villa For Sale in Salalah, Dhofar","OMR140,000",2,2,122 Sq. M.,"Salalah, Dhofar",Villa,https://www.bayut.om/en/property/details-130022667.html,26
2 Bedroom Apartment For Sale Darsait Muscat,"OMR45,000",2,3,147 Sq. M.,"Darsait, Muscat",Apartment,https://www.bayut.om/en/property/details-130083513.html,26
"1 Bedroom Apartment For Sale in The Wave (Almouj), Muscat","OMR97,000",1,1,86 Sq. M.,"The Wave (Almouj), Muscat",Apartment,https://www.bayut.om/en/property/details-130064699.html,26
"2 Bedrooms Apartment For Sale in Muscat Hills, Muscat","OMR64,000",2,2,93 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-130072360.html,26
"1 Bedroom Apartment For Sale in Salalah, Dhofar","OMR47,000",1,1,65 Sq. M.,"Salalah, Dhofar",Apartment,https://www.bayut.om/en/property/details-130103903.html,26
1 Bedroom Apartment For Sale in The Wave (Almouj) Muscat,"OMR80,000",1,1,64 Sq. M.,The Wave (Almouj) Muscat,Apartment,https://www.bayut.om/en/property/details-130114959.html,26
4 Bedroom Villa For Sale in The Wave (Almouj) Muscat,"OMR299,999",4,5,276 Sq. M.,The Wave (Almouj) Muscat,Villa,https://www.bayut.om/en/property/details-130053384.html,26
"3 Bedrooms Villa For Sale Al Maabilah, Muscat","OMR41,000",3,3,175 Sq. M.,"Al Maabilah, Muscat",Villa,https://www.bayut.om/en/property/details-130028380.html,26
"5 Bedroom Villa For Sale in The Wave (Almouj), Muscat","OMR1,427,000",5,6,"1,001 Sq. M.","The Wave (Almouj), Muscat",Villa,https://www.bayut.om/en/property/details-130058200.html,26
"Residential Land For Sale in Al Amarat, Muscat","OMR13,300",N/A,N/A,600 Sq. M.,"Al Amarat, Muscat",Other,https://www.bayut.om/en/property/details-130179353.html,26
"6 Bedrooms Villa For Sale Salalah, Dhofar","OMR110,000",6,8,527 Sq. M.,"Salalah, Dhofar",Villa,https://www.bayut.om/en/property/details-130050900.html,26
"Residential Land For Sale in Barka, Al Batinah","OMR10,900",N/A,N/A,708 Sq. M.,"Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-130228332.html,26
"3 Bedrooms Apartment For Sale Sultan Haitham City, Muscat","OMR104,970",3,3,154 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130140747.html,26
"Residential Land For Sale in Barka, Al Batinah","OMR12,000",N/A,N/A,600 Sq. M.,"Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-130064241.html,26
"2 Bedrooms Villa For Sale Masira, Al Sharqiya","OMR27,000",2,2,600 Sq. M.,"Masira, Al Sharqiya",Villa,https://www.bayut.om/en/property/details-130052418.html,26
"2 Bedrooms Apartment For Sale Muscat Hills, Muscat","OMR98,000",2,3,107 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-130137258.html,26
"3 Bedroom Villa For Sale in Al Seeb, Muscat","OMR130,000",3,6,330 Sq. M.,"Al Seeb, Muscat",Villa,https://www.bayut.om/en/property/details-130151330.html,26
"Residential Land For Sale Al Amarat, Muscat","OMR62,000",N/A,N/A,452 Sq. M.,"Al Amarat, Muscat",Other,https://www.bayut.om/en/property/details-130190227.html,26
"2 Bedrooms Apartment For Sale in The Wave (Almouj), Muscat","OMR150,000",2,3,165 Sq. M.,"The Wave (Almouj), Muscat",Apartment,https://www.bayut.om/en/property/details-130015604.html,26
"4 Bedrooms Villa For Sale Muscat Hills, Muscat","OMR210,000",4,6,400 Sq. M.,"Muscat Hills, Muscat",Villa,https://www.bayut.om/en/property/details-130046155.html,26
"4 Bedrooms Villa For Sale in Muscat Hills, Muscat","OMR310,000",4,6,450 Sq. M.,"Muscat Hills, Muscat",Villa,https://www.bayut.om/en/property/details-130046163.html,26
2 Bedrooms Apartment For Sale Muscat (The Wave (Almouj)),"OMR210,000",2,3,145 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130202808.html,26
"1 Bedroom Apartment For Sale Salalah, Dhofar","OMR55,000",1,1,96 Sq. M.,"Salalah, Dhofar",Apartment,https://www.bayut.om/en/property/details-130030347.html,26
"Residential Land For Sale in Al Masn'a, Al Batinah","OMR89,000",N/A,N/A,619 Sq. M.,"Al Masn'a, Al Batinah",Other,https://www.bayut.om/en/property/details-130023583.html,26
"2 Bedroom Apartment For Sale in The Wave (Almouj), Muscat","OMR127,500",2,2,110 Sq. M.,"The Wave (Almouj), Muscat",Apartment,https://www.bayut.om/en/property/details-130049199.html,27
"1 Bedroom Apartment For Sale in Bosher, Muscat","OMR47,000",1,2,70 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-130031682.html,27
"1 Bedroom Apartment For Sale Yiti, Muscat","OMR122,540",1,2,66 Sq. M.,"Yiti, Muscat",Apartment,https://www.bayut.om/en/property/details-130027324.html,27
"3 Bedrooms Villa For Sale in Qantab, Muscat","OMR330,750",3,3,495 Sq. M.,"Qantab, Muscat",Villa,https://www.bayut.om/en/property/details-130026803.html,27
"0 Property Type Residential Land For Sale Al Amarat, Muscat","OMR82,000",N/A,N/A,"7,048 Sq. M.","Al Amarat, Muscat",Other,https://www.bayut.om/en/property/details-130201273.html,27
"Residential Land For Sale in Al Seeb, Muscat","OMR14,900",N/A,N/A,300 Sq. M.,"Al Seeb, Muscat",Other,https://www.bayut.om/en/property/details-130222283.html,27
